Date,Year_Month,Store_ID,Product_SKU,Quantity,Amount_LAK,Amount_THB_Est
2026-08-31,2026-08,SSA6,05108,60,1260000.0,1938.46
2026-08-31,2026-08,SSA7,05108,134,2814000.0,4329.23
2026-08-31,2026-08,SSA1,18911,159,1889999.9964,2907.69
2026-08-31,2026-08,SSA2,18911,4,48000.0,73.85
2026-08-31,2026-08,SSA3,18911,83,991999.9992,1526.15
2026-08-31,2026-08,SSA5,18911,12,144000.0,221.54
2026-08-31,2026-08,SSA6,18911,12,144000.0,221.54
2026-08-31,2026-08,SSA7,18911,18,216000.0,332.31
2026-08-31,2026-08,SSA1,10399,25,1450000.0,2230.77
2026-08-31,2026-08,SSA2,10399,4,232000.0,356.92
2026-08-31,2026-08,SSA3,10399,38,2204000.0,3390.77
2026-08-31,2026-08,SSA5,10399,54,3132000.0,4818.46
2026-08-31,2026-08,SSA6,10399,23,1334000.0,2052.31
2026-08-31,2026-08,SSA7,10399,21,1218000.0,1873.85
2026-08-31,2026-08,SSA1,17224,24,594000.0,913.85
2026-08-31,2026-08,SSA3,17224,19,475000.0,730.77
2026-08-31,2026-08,SSA5,17224,105,2601000.0,4001.54
2026-08-31,2026-08,SSA6,17224,17,419000.0,644.62
2026-08-31,2026-08,SSA7,17224,88,2182000.0,3356.92
2026-08-31,2026-08,SSA1,03358,111,2652000.0,4080.0
2026-08-31,2026-08,SSA2,03358,17,405000.0,623.08
2026-08-31,2026-08,SSA3,03358,63,1497000.0,2303.08
2026-08-31,2026-08,SSA5,03358,90,2142000.0,3295.38
2026-08-31,2026-08,SSA6,03358,42,1002000.0,1541.54
2026-08-31,2026-08,SSA7,03358,6,144000.0,221.54
2026-08-31,2026-08,SSA1,18422,3,348000.0,535.38
2026-08-31,2026-08,SSA3,18422,12,1392000.0,2141.54
2026-08-31,2026-08,SSA5,18422,12,1392000.0,2141.54
2026-08-31,2026-08,SSA1,14275,78,13026000.0,20040.0
2026-08-31,2026-08,SSA2,14275,8,1336000.0,2055.38
2026-08-31,2026-08,SSA3,14275,81,13527000.0,20810.77
2026-08-31,2026-08,SSA5,14275,72,12024000.0,18498.46
2026-08-31,2026-08,SSA6,14275,20,3340000.0,5138.46
2026-08-31,2026-08,SSA7,14275,65,10855000.0,16700.0
2026-08-31,2026-08,SSA1,18610,73,4225000.0,6500.0
2026-08-31,2026-08,SSA2,18610,2,116000.0,178.46
2026-08-31,2026-08,SSA3,18610,80,4634000.0,7129.23
2026-08-31,2026-08,SSA5,18610,360,20739000.0,31906.15
2026-08-31,2026-08,SSA6,18610,6,348000.0,535.38
2026-08-31,2026-08,SSA7,18610,103,5938000.0,9135.38
2026-08-31,2026-08,SSA6,19504,1,115000.0,176.92
2026-08-31,2026-08,SSA5,19503,3,201000.0,309.23
2026-08-31,2026-08,SSA1,17226,15,480000.0,738.46
2026-08-31,2026-08,SSA2,17226,2,64000.0,98.46
2026-08-31,2026-08,SSA3,17226,78,2496000.0,3840.0
2026-08-31,2026-08,SSA5,17226,3,96000.0,147.69
2026-08-31,2026-08,SSA6,17226,18,576000.0,886.15
2026-08-31,2026-08,SSA7,17226,12,384000.0,590.77
2026-08-31,2026-08,SSA1,01103,180,2070000.0,3184.62
2026-08-31,2026-08,SSA2,01103,9,108000.0,166.15
2026-08-31,2026-08,SSA3,01103,81,972000.0,1495.38
2026-08-31,2026-08,SSA5,01103,115,1355000.0,2084.62
2026-08-31,2026-08,SSA6,01103,36,422000.0,649.23
2026-08-31,2026-08,SSA7,01103,83,956000.0,1470.77
2026-08-31,2026-08,SSA1,03654,23,4646000.0,7147.69
2026-08-31,2026-08,SSA2,03654,1,202000.0,310.77
2026-08-31,2026-08,SSA3,03654,26,5252000.0,8080.0
2026-08-31,2026-08,SSA5,03654,26,5252000.0,8080.0
2026-08-31,2026-08,SSA6,03654,6,1212000.0,1864.62
2026-08-31,2026-08,SSA7,03654,7,1414000.0,2175.38
2026-08-31,2026-08,SSA1,01091,57,11514000.0,17713.85
2026-08-31,2026-08,SSA2,01091,3,606000.0,932.31
2026-08-31,2026-08,SSA3,01091,52,10504000.0,16160.0
2026-08-31,2026-08,SSA5,01091,67,13534000.0,20821.54
2026-08-31,2026-08,SSA6,01091,31,6262000.0,9633.85
2026-08-31,2026-08,SSA7,01091,19,3838000.0,5904.62
2026-08-31,2026-08,SSA1,01094,490,8950000.0,13769.23
2026-08-31,2026-08,SSA2,01094,15,276000.0,424.62
2026-08-31,2026-08,SSA3,01094,446,8303000.0,12773.85
2026-08-31,2026-08,SSA5,01094,326,5942000.0,9141.54
2026-08-31,2026-08,SSA6,01094,232,4264000.0,6560.0
2026-08-31,2026-08,SSA7,01094,350,6371000.0,9801.54
2026-08-31,2026-08,SSA1,05941,11,231000.0,355.38
2026-08-31,2026-08,SSA2,05941,1,21000.0,32.31
2026-08-31,2026-08,SSA5,05941,7,147000.0,226.15
2026-08-31,2026-08,SSA6,05941,12,242000.0004,372.31
2026-08-31,2026-08,SSA7,05941,11,231000.0,355.38
2026-08-31,2026-08,SSA1,00660,37,389000.0,598.46
2026-08-31,2026-08,SSA3,00660,19,209000.0,321.54
2026-08-31,2026-08,SSA5,00660,2,22000.0,33.85
2026-08-31,2026-08,SSA6,00660,4,44000.0,67.69
2026-08-31,2026-08,SSA1,05942,230,5460000.006,8400.0
2026-08-31,2026-08,SSA2,05942,15,360000.0,553.85
2026-08-31,2026-08,SSA3,05942,74,1776000.0,2732.31
2026-08-31,2026-08,SSA5,05942,224,5340000.0036,8215.38
2026-08-31,2026-08,SSA6,05942,140,3340000.002,5138.46
2026-08-31,2026-08,SSA7,05942,41,980000.0004,1507.69
2026-08-31,2026-08,SSA1,00661,579,6129000.0,9429.23
2026-08-31,2026-08,SSA2,00661,9,99000.0,152.31
2026-08-31,2026-08,SSA3,00661,60,651000.0,1001.54
2026-08-31,2026-08,SSA5,00661,324,3444000.0,5298.46
2026-08-31,2026-08,SSA6,00661,140,1492000.0,2295.38
2026-08-31,2026-08,SSA7,00661,140,1501000.0,2309.23
2026-08-31,2026-08,SSA1,00658,80,2539999.999,3907.69
2026-08-31,2026-08,SSA2,00658,7,219999.9998,338.46
2026-08-31,2026-08,SSA3,00658,78,2479999.9992,3815.38
2026-08-31,2026-08,SSA5,00658,105,3347999.9994,5150.77
2026-08-31,2026-08,SSA6,00658,23,736000.0,1132.31
2026-08-31,2026-08,SSA7,00658,26,832000.0,1280.0
2026-08-31,2026-08,SSA1,05943,82,2202999.9996,3389.23
2026-08-31,2026-08,SSA2,05943,13,351000.0,540.0
2026-08-31,2026-08,SSA3,05943,76,2007999.9984,3089.23
2026-08-31,2026-08,SSA5,05943,77,2023999.998,3113.85
2026-08-31,2026-08,SSA6,05943,49,1289999.9988,1984.62
2026-08-31,2026-08,SSA7,05943,57,1505999.9988,2316.92
2026-08-31,2026-08,SSA1,00664,164,2296000.0,3532.31
2026-08-31,2026-08,SSA2,00664,12,168000.0,258.46
2026-08-31,2026-08,SSA3,00664,101,1414000.0,2175.38
2026-08-31,2026-08,SSA5,00664,127,1778000.0,2735.38
2026-08-31,2026-08,SSA6,00664,41,574000.0,883.08
2026-08-31,2026-08,SSA7,00664,42,588000.0,904.62
2026-08-31,2026-08,SSA1,00663,940,9983000.0,15358.46
2026-08-31,2026-08,SSA2,00663,59,637000.0,980.0
2026-08-31,2026-08,SSA3,00663,804,8580000.0,13200.0
2026-08-31,2026-08,SSA5,00663,714,7596000.0,11686.15
2026-08-31,2026-08,SSA6,00663,455,4843000.0,7450.77
2026-08-31,2026-08,SSA7,00663,332,3559000.0,5475.38
2026-08-31,2026-08,SSA1,07427,1711,18625000.0,28653.85
2026-08-31,2026-08,SSA2,07427,4,44000.0,67.69
2026-08-31,2026-08,SSA3,07427,253,2762000.0,4249.23
2026-08-31,2026-08,SSA5,07427,357,3913000.0,6020.0
2026-08-31,2026-08,SSA6,07427,142,1555000.0,2392.31
2026-08-31,2026-08,SSA7,07427,179,1962000.0,3018.46
2026-08-31,2026-08,SSA1,00662,72,1152000.0,1772.31
2026-08-31,2026-08,SSA3,00662,19,304000.0,467.69
2026-08-31,2026-08,SSA5,00662,62,992000.0,1526.15
2026-08-31,2026-08,SSA6,00662,2,32000.0,49.23
2026-08-31,2026-08,SSA7,00662,52,832000.0,1280.0
2026-08-31,2026-08,SSA1,07777,90,4994999.9994,7684.62
2026-08-31,2026-08,SSA3,07777,16,896000.0,1378.46
2026-08-31,2026-08,SSA5,07777,47,2611000.0006,4016.92
2026-08-31,2026-08,SSA6,07777,23,1288000.0,1981.54
2026-08-31,2026-08,SSA7,07777,39,2167999.9992,3335.38
2026-08-31,2026-08,SSA1,10191,3,1836000.0,2824.62
2026-08-31,2026-08,SSA5,10191,5,3060000.0,4707.69
2026-08-31,2026-08,SSA6,10191,1,612000.0,941.54
2026-08-31,2026-08,SSA1,01735,69,649999.998,1000.0
2026-08-31,2026-08,SSA2,01735,8,80000.0,123.08
2026-08-31,2026-08,SSA3,01735,76,751999.9996,1156.92
2026-08-31,2026-08,SSA5,01735,53,497999.9984,766.15
2026-08-31,2026-08,SSA6,01735,20,191999.9996,295.38
2026-08-31,2026-08,SSA7,01735,56,531999.9986,818.46
2026-08-31,2026-08,SSA1,02072,976,2727000.0,4195.38
2026-08-31,2026-08,SSA2,02072,5,15000.0,23.08
2026-08-31,2026-08,SSA3,02072,233,666000.0,1024.62
2026-08-31,2026-08,SSA5,02072,466,1323000.0,2035.38
2026-08-31,2026-08,SSA6,02072,208,589000.0,906.15
2026-08-31,2026-08,SSA7,02072,334,942000.0,1449.23
2026-08-31,2026-08,SSA1,06538,1039,14464000.0,22252.31
2026-08-31,2026-08,SSA2,06538,57,795000.0,1223.08
2026-08-31,2026-08,SSA3,06538,917,12780000.0,19661.54
2026-08-31,2026-08,SSA5,06538,1037,14440000.0,22215.38
2026-08-31,2026-08,SSA6,06538,456,6351000.0,9770.77
2026-08-31,2026-08,SSA7,06538,308,4291000.0,6601.54
2026-08-31,2026-08,SSA1,05020,351,6582999.9942,10127.69
2026-08-31,2026-08,SSA2,05020,12,228000.0,350.77
2026-08-31,2026-08,SSA3,05020,246,4639999.998,7138.46
2026-08-31,2026-08,SSA5,05020,297,5556999.9942,8549.23
2026-08-31,2026-08,SSA6,05020,134,2511999.998,3864.62
2026-08-31,2026-08,SSA7,05020,165,3093999.9978,4760.0
2026-08-31,2026-08,SSA1,01759,295,3107000.0,4780.0
2026-08-31,2026-08,SSA2,01759,12,126000.0,193.85
2026-08-31,2026-08,SSA3,01759,74,796000.0,1224.62
2026-08-31,2026-08,SSA5,01759,99,1053000.0,1620.0
2026-08-31,2026-08,SSA6,01759,54,576000.0,886.15
2026-08-31,2026-08,SSA7,01759,45,474000.0,729.23
2026-08-31,2026-08,SSA1,01758,1112,13244000.0,20375.38
2026-08-31,2026-08,SSA2,01758,41,489000.0,752.31
2026-08-31,2026-08,SSA3,01758,218,2609000.0,4013.85
2026-08-31,2026-08,SSA5,01758,949,11307000.0,17395.38
2026-08-31,2026-08,SSA6,01758,253,3020000.0,4646.15
2026-08-31,2026-08,SSA7,01758,394,4695000.0,7223.08
2026-08-31,2026-08,SSA1,01958,100,2000000.0,3076.92
2026-08-31,2026-08,SSA2,01958,6,120000.0,184.62
2026-08-31,2026-08,SSA3,01958,64,1280000.0,1969.23
2026-08-31,2026-08,SSA5,01958,98,1960000.0,3015.38
2026-08-31,2026-08,SSA6,01958,30,600000.0,923.08
2026-08-31,2026-08,SSA7,01958,54,1080000.0,1661.54
2026-08-31,2026-08,SSA1,01957,52,548000.0,843.08
2026-08-31,2026-08,SSA2,01957,1,11000.0,16.92
2026-08-31,2026-08,SSA3,01957,6,66000.0,101.54
2026-08-31,2026-08,SSA5,01957,56,592000.0,910.77
2026-08-31,2026-08,SSA6,01957,12,126000.0,193.85
2026-08-31,2026-08,SSA7,01957,25,266000.0,409.23
2026-08-31,2026-08,SSA1,04220,133,2384000.0004,3667.69
2026-08-31,2026-08,SSA2,04220,8,144000.0,221.54
2026-08-31,2026-08,SSA3,04220,121,2171000.0004,3340.0
2026-08-31,2026-08,SSA5,04220,64,1138000.0008,1750.77
2026-08-31,2026-08,SSA6,04220,35,623000.0004,958.46
2026-08-31,2026-08,SSA7,04220,37,663000.0,1020.0
2026-08-31,2026-08,SSA1,03519,33,357000.0,549.23
2026-08-31,2026-08,SSA3,03519,12,132000.0,203.08
2026-08-31,2026-08,SSA5,03519,50,529000.0,813.85
2026-08-31,2026-08,SSA6,03519,2,22000.0,33.85
2026-08-31,2026-08,SSA7,03519,12,129000.0,198.46
2026-08-31,2026-08,SSA1,00644,579,8485000.0,13053.85
2026-08-31,2026-08,SSA2,00644,2,30000.0,46.15
2026-08-31,2026-08,SSA3,00644,220,3244000.0,4990.77
2026-08-31,2026-08,SSA5,00644,352,5208000.0,8012.31
2026-08-31,2026-08,SSA6,00644,42,626000.0,963.08
2026-08-31,2026-08,SSA7,00644,264,3884000.0,5975.38
2026-08-31,2026-08,SSA1,00863,1721,6285000.0,9669.23
2026-08-31,2026-08,SSA2,00863,9,36000.0,55.38
2026-08-31,2026-08,SSA3,00863,279,1070000.0,1646.15
2026-08-31,2026-08,SSA5,00863,316,1187000.0,1826.15
2026-08-31,2026-08,SSA6,00863,99,381000.0,586.15
2026-08-31,2026-08,SSA7,00863,537,1962000.0,3018.46
2026-08-31,2026-08,SSA5,00999,193,1239000.0,1906.15
2026-08-31,2026-08,SSA6,00999,7,49000.0,75.38
2026-08-31,2026-08,SSA3,01342,3,105000.0,161.54
2026-08-31,2026-08,SSA5,01342,13,452000.0,695.38
2026-08-31,2026-08,SSA6,01342,4,140000.0,215.38
2026-08-31,2026-08,SSA1,19685,4,92000.0,141.54
2026-08-31,2026-08,SSA6,19685,4,92000.0,141.54
2026-08-31,2026-08,SSA7,19685,27,621000.0,955.38
2026-08-31,2026-08,SSA1,00369,10,1460000.0,2246.15
2026-08-31,2026-08,SSA5,00369,4,584000.0,898.46
2026-08-31,2026-08,SSA7,00369,1,146000.0,224.62
2026-08-31,2026-08,SSA1,00368,495,1588000.0,2443.08
2026-08-31,2026-08,SSA2,00368,10,40000.0,61.54
2026-08-31,2026-08,SSA3,00368,35,124000.0,190.77
2026-08-31,2026-08,SSA5,00368,228,732000.0,1126.15
2026-08-31,2026-08,SSA6,00368,6,24000.0,36.92
2026-08-31,2026-08,SSA7,00368,19,76000.0,116.92
2026-08-31,2026-08,SSA1,08921,643,12596000.0,19378.46
2026-08-31,2026-08,SSA2,08921,104,2032000.0,3126.15
2026-08-31,2026-08,SSA3,08921,625,12364000.0,19021.54
2026-08-31,2026-08,SSA5,08921,515,9996000.0,15378.46
2026-08-31,2026-08,SSA6,08921,136,2696000.0,4147.69
2026-08-31,2026-08,SSA7,08921,208,4064000.0,6252.31
2026-08-31,2026-08,SSA1,01947,3764,20075750.0,30885.77
2026-08-31,2026-08,SSA2,01947,263,1407000.0,2164.62
2026-08-31,2026-08,SSA3,01947,2106,11709000.0,18013.85
2026-08-31,2026-08,SSA5,01947,2520,13230000.0,20353.85
2026-08-31,2026-08,SSA6,01947,1017,5490000.0,8446.15
2026-08-31,2026-08,SSA7,01947,1752,9324000.0,14344.62
2026-08-31,2026-08,SSA1,15617,205,2241999.9998,3449.23
2026-08-31,2026-08,SSA2,15617,26,283999.9996,436.92
2026-08-31,2026-08,SSA3,15617,69,757999.9998,1166.15
2026-08-31,2026-08,SSA5,15617,386,4222000.0024,6495.38
2026-08-31,2026-08,SSA6,15617,172,1882000.0004,2895.38
2026-08-31,2026-08,SSA7,15617,152,1658999.9998,2552.31
2026-08-31,2026-08,SSA1,01944,3836,22206000.0,34163.08
2026-08-31,2026-08,SSA2,01944,236,1398000.0,2150.77
2026-08-31,2026-08,SSA3,01944,1586,9411000.0,14478.46
2026-08-31,2026-08,SSA5,01944,2270,13368000.0,20566.15
2026-08-31,2026-08,SSA6,01944,810,4830000.0,7430.77
2026-08-31,2026-08,SSA7,01944,1167,6858000.0,10550.77
2026-08-31,2026-08,SSA1,18682,15,480000.0,738.46
2026-08-31,2026-08,SSA5,18682,1,32000.0,49.23
2026-08-31,2026-08,SSA6,18682,2,64000.0,98.46
2026-08-31,2026-08,SSA1,01012,209,5578000.0,8581.54
2026-08-31,2026-08,SSA2,01012,9,243000.0,373.85
2026-08-31,2026-08,SSA3,01012,228,6151000.0,9463.08
2026-08-31,2026-08,SSA5,01012,122,3274000.0,5036.92
2026-08-31,2026-08,SSA6,01012,76,2052000.0,3156.92
2026-08-31,2026-08,SSA7,01012,80,2150000.0,3307.69
2026-08-31,2026-08,SSA1,00581,63,1988000.0,3058.46
2026-08-31,2026-08,SSA2,00581,5,160000.0,246.15
2026-08-31,2026-08,SSA3,00581,7,224000.0,344.62
2026-08-31,2026-08,SSA5,00581,86,2745000.0,4223.08
2026-08-31,2026-08,SSA7,00581,28,889000.0,1367.69
2026-08-31,2026-08,SSA1,04553,19,475000.0,730.77
2026-08-31,2026-08,SSA2,04553,1,25000.0,38.46
2026-08-31,2026-08,SSA3,04553,2,50000.0,76.92
2026-08-31,2026-08,SSA5,04553,6,150000.0,230.77
2026-08-31,2026-08,SSA6,04553,4,100761.4213,155.02
2026-08-31,2026-08,SSA1,04353,85,3315000.0,5100.0
2026-08-31,2026-08,SSA2,04353,4,156000.0,240.0
2026-08-31,2026-08,SSA3,04353,3,117000.0,180.0
2026-08-31,2026-08,SSA5,04353,21,819000.0,1260.0
2026-08-31,2026-08,SSA6,04353,4,156000.0,240.0
2026-08-31,2026-08,SSA7,04353,17,663000.0,1020.0
2026-08-31,2026-08,SSA1,05252,16,318999.9998,490.77
2026-08-31,2026-08,SSA3,05252,42,837000.0,1287.69
2026-08-31,2026-08,SSA5,05252,6,120000.0,184.62
2026-08-31,2026-08,SSA6,05252,8,160000.0,246.15
2026-08-31,2026-08,SSA7,05252,15,300000.0,461.54
2026-08-31,2026-08,SSA1,00996,17,167000.0,256.92
2026-08-31,2026-08,SSA2,00996,12,117000.0,180.0
2026-08-31,2026-08,SSA3,00996,16,157000.0,241.54
2026-08-31,2026-08,SSA5,00996,44,429999.9998,661.54
2026-08-31,2026-08,SSA7,00996,17,167000.0,256.92
2026-08-31,2026-08,SSA5,00503,500,278000.0,427.69
2026-08-31,2026-08,SSA1,14106,276,3128000.0,4812.31
2026-08-31,2026-08,SSA2,14106,10,112000.0,172.31
2026-08-31,2026-08,SSA3,14106,90,1056000.0,1624.62
2026-08-31,2026-08,SSA5,14106,156,1808000.0,2781.54
2026-08-31,2026-08,SSA6,14106,59,708000.0,1089.23
2026-08-31,2026-08,SSA7,14106,140,1608000.0,2473.85
2026-08-31,2026-08,SSA1,01475,1853,12723000.0,19573.85
2026-08-31,2026-08,SSA2,01475,23,160000.0,246.15
2026-08-31,2026-08,SSA3,01475,583,4066000.0,6255.38
2026-08-31,2026-08,SSA5,01475,1252,8647000.0,13303.08
2026-08-31,2026-08,SSA6,01475,262,1820000.0,2800.0
2026-08-31,2026-08,SSA7,01475,371,2574000.0,3960.0
2026-08-31,2026-08,SSA1,17100,10,2090000.0,3215.38
2026-08-31,2026-08,SSA3,17100,3,627000.0,964.62
2026-08-31,2026-08,SSA5,17100,13,2717000.0,4180.0
2026-08-31,2026-08,SSA6,17100,7,1463000.0,2250.77
2026-08-31,2026-08,SSA7,17100,12,2508000.0,3858.46
2026-08-31,2026-08,SSA1,17101,10,5700000.0,8769.23
2026-08-31,2026-08,SSA3,17101,2,1140000.0,1753.85
2026-08-31,2026-08,SSA5,17101,8,4560000.0,7015.38
2026-08-31,2026-08,SSA6,17101,3,1710000.0,2630.77
2026-08-31,2026-08,SSA7,17101,5,2850000.0,4384.62
2026-08-31,2026-08,SSA1,01244,554,3183000.0,4896.92
2026-08-31,2026-08,SSA2,01244,28,168000.0,258.46
2026-08-31,2026-08,SSA3,01244,266,1569000.0,2413.85
2026-08-31,2026-08,SSA5,01244,275,1596000.0,2455.38
2026-08-31,2026-08,SSA6,01244,138,807000.0,1241.54
2026-08-31,2026-08,SSA7,01244,296,1725000.0,2653.85
2026-08-31,2026-08,SSA1,01500,770,9942000.0,15295.38
2026-08-31,2026-08,SSA2,01500,43,556000.0,855.38
2026-08-31,2026-08,SSA3,01500,188,2435000.0,3746.15
2026-08-31,2026-08,SSA5,01500,317,4101000.0,6309.23
2026-08-31,2026-08,SSA6,01500,53,689000.0,1060.0
2026-08-31,2026-08,SSA7,01500,309,3991000.0,6140.0
2026-08-31,2026-08,SSA1,05946,19,703000.0,1081.54
2026-08-31,2026-08,SSA2,05946,1,37000.0,56.92
2026-08-31,2026-08,SSA3,05946,20,740000.0,1138.46
2026-08-31,2026-08,SSA5,05946,48,1776000.0,2732.31
2026-08-31,2026-08,SSA6,05946,6,222000.0,341.54
2026-08-31,2026-08,SSA7,05946,6,222000.0,341.54
2026-08-31,2026-08,SSA1,06243,29,1334000.0,2052.31
2026-08-31,2026-08,SSA2,06243,2,92000.0,141.54
2026-08-31,2026-08,SSA3,06243,34,1564000.0,2406.15
2026-08-31,2026-08,SSA5,06243,32,1472000.0,2264.62
2026-08-31,2026-08,SSA6,06243,7,322000.0,495.38
2026-08-31,2026-08,SSA7,06243,18,828000.0,1273.85
2026-08-31,2026-08,SSA3,19501,3,618000.0,950.77
2026-08-31,2026-08,SSA5,19501,1,206000.0,316.92
2026-08-31,2026-08,SSA2,07539,1,28000.0,43.08
2026-08-31,2026-08,SSA3,07539,36,1037969.5816,1596.88
2026-08-31,2026-08,SSA5,07539,14,397239.0357,611.14
2026-08-31,2026-08,SSA6,07539,2,56000.0,86.15
2026-08-31,2026-08,SSA7,07539,7,210845.5978,324.38
2026-08-31,2026-08,SSA1,07545,34,1801000.0,2770.77
2026-08-31,2026-08,SSA2,07545,3,159000.0,244.62
2026-08-31,2026-08,SSA3,07545,17,901000.0,1386.15
2026-08-31,2026-08,SSA5,07545,19,1007000.0,1549.23
2026-08-31,2026-08,SSA6,07545,3,159000.0,244.62
2026-08-31,2026-08,SSA7,07545,17,901000.0,1386.15
